MarketName,High,Low,Volume,Last,BaseVolume,Bid,Ask,OpenBuyOrders,OpenSellOrders,PrevDay,Created
USDT-BTC,6640,6330.0000005,5391.78184212,6586.23,3.499260903434715e+07,6584.20621153,6588,9955,2101,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.96797896,6589.99999,3.49938366175437e+07,6580.09999997,6589.99999,9927,2096,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.96330893,6589.99999,3.499380835921498e+07,6580.09999997,6590,9921,2097,6374,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5393.66455421,6590.88424964,3.500501957079115e+07,6586.23,6591.74883579,9933,2091,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5393.69177102,6586.23,3.500519882949228e+07,6586.23,6592.99999999,9944,2093,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.16859356,6592.99999999,3.500834252049849e+07,6586.23,6592.99999999,9949,2093,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5393.16859654,6592.99999999,3.500197354014562e+07,6586.23,6592.99999999,9953,2092,6369,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5393.16859654,6592.99999999,3.500197354014562e+07,6586.23,6592.99999999,9953,2092,6369,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5393.16859654,6592.99999999,3.500197354014562e+07,6586.23,6592.99999998,9953,2092,6369,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.54740804,6592.9,3.499804379177256e+07,6592.99999999,6593,9918,2091,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.90864402,6592.99999999,3.499397603114505e+07,6592.99999999,6593,9924,2092,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.78781213,6592.99999999,3.499322010676093e+07,6592.99999999,6593,9944,2097,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.83256075,6590,3.499354670779709e+07,6590,6593,9954,2101,6369,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.83256341,6592.99999999,3.499354672533446e+07,6592.99999999,6593,9954,2101,6369,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5391.83431631,6592.99999999,3.499355828223031e+07,6590,6592.99999999,9937,2102,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.21589161,6583.11049999,3.499607214855193e+07,6583.11049999,6586,9913,2102,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.00998863,6583.11049999,3.499476609492369e+07,6583.11049999,6586,9916,2103,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.00998863,6583.11049999,3.499476609492369e+07,6583.11049999,6586,9916,2103,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5392.02370863,6583.11049999,3.499485667646118e+07,6583.11049999,6586,9935,2104,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.81188885,6586,3.498078882994244e+07,6583.11049999,6586,9947,2105,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.81188885,6586,3.498078882994244e+07,6583.11049999,6586,9947,2105,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.83504148,6583.11049999,3.498094124626406e+07,6583.11049999,6586,9922,2104,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.85004338,6586,3.498104004877746e+07,6583.11049999,6586,9917,2108,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.85004338,6586,3.498104004877746e+07,6583.11049999,6586,9917,2108,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.77004338,6586,3.498053264877746e+07,6583.11049999,6586,9929,2112,6370,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.64934785,6583.11049999,3.497977911134631e+07,6583.11049999,6586,9939,2110,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5389.64934785,6583.11049999,3.497977911134631e+07,6583.11049999,6586,9939,2110,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.88021619,6590,3.501462482671626e+07,6583.11049999,6590,9954,2108,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.88021619,6590,3.501462482671626e+07,6583.11049999,6590,9954,2108,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.88021619,6590,3.501462482671626e+07,6583.11049999,6589.99,9954,2108,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.88021619,6590,3.501462482671626e+07,6583.11049999,6586,9954,2108,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.88021619,6590,3.501462482671626e+07,6583.11049999,6586,9954,2108,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5395.35880383,6583.11049999,3.501780961557849e+07,6583.11049999,6586,9954,2116,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5395.35880383,6583.11049999,3.501780961557849e+07,6583.11049999,6586,9954,2116,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5395.21180209,6586,3.501687272960205e+07,6583.1105,6585,9951,2115,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5395.21180209,6586,3.501687272960205e+07,6583.1105,6585,9951,2115,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5395.36548419,6586,3.501788647498515e+07,6583.1105,6586,9957,2116,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5395.36548419,6586,3.501788647498515e+07,6583.1105,6585,9957,2116,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5395.36548419,6586,3.501788647498515e+07,6583.1105,6585,9957,2116,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.92048419,6583.1105,3.501505480274765e+07,6583.1105,6585,9958,2118,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.78257518,6583.1105,3.501417949566859e+07,6583.1105,6585,9962,2116,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.78257518,6583.1105,3.501417949566859e+07,6583.1105,6585,9962,2116,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.83333257,6585,3.501454816932219e+07,6583.1105,6585,9928,2118,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.83333257,6585,3.501454816932219e+07,6583.1105,6585,9928,2118,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.83333257,6585,3.501454816932219e+07,6583.1105,6585,9928,2118,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.83333257,6585,3.501454816932219e+07,6583.1105,6585,9928,2118,6375,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5394.02619262,6583.1105,3.500942197742709e+07,6583.11049999,6583.1105,9956,2117,6376,2015-12-11T06:31:40.633
